"977269337076699136","2520948986","Richard Wainwright","Wainwright7830"
"1151835707058610176","472768649","NRI","NRInstitute"
"998494946717028353","87922339","Rothamsted Research","Rothamsted"
"985578769405575169","87922339","Rothamsted Research","Rothamsted"
"1010127385361113088","87922339","Rothamsted Research","Rothamsted"
"962448685689987072","87922339","Rothamsted Research","Rothamsted"
"925019496796033025","87922339","Rothamsted Research","Rothamsted"
"1141565072118112256","913393358","BSBI","BSBIbotany"
"1009825501328957443","197450751","Significance","signmagazine"
"1131286715300274178","87922339","Rothamsted Research","Rothamsted"
"1037358352718647296","708346432395157504","David Bertioli","BotanyBert"
"1048653557652750336","3421823481","Goedbodembeheer","goedbodembeheer"
